stem,split,date,site,sha256,pixel_sha256,block,annotators,group,fold,role
20210621133650Bh,train,2021-06-21 13:36:50,Bh,3971fde6a97c29192fab72fb34f4c70038f7630ca1b1e065955a8215a2a5af01,c807e955e9e07256868c8c7fc46f9b0cba6913e6a059dbc3591bb2a98a0b0a6c,155,1,155,3,train
20210624133950Bh,train,2021-06-24 13:39:50,Bh,1c31845f19058fac2cabdb65aad3238f15276431685eff05b2ddadcbcaddfd12,456e540f1ae327ae0287018d88ced9fddda6b78c2a09b510a90b8c7ebcbcfb08,155,2,155,3,train
20210626060050Uh,train,2021-06-26 06:00:50,Uh,f034736e836fbe25393bf6e11b7e29316e4209fe7b57639a94f0a53455165b1a,5713ade1709bb9910655462407255600b653be6ba281578730b44330d3dea347,155,1,155,3,train
20210626133950Bh,train,2021-06-26 13:39:50,Bh,f80f0404654727c32b1ad96417de4431b775182dcfcea523bd017ea6e09b683d,3b29943bd82b79d7bd449b4e889bc489987964a1a39cbd6ebdfbf1ee43f366e3,155,2,155,3,train
20210721123430Ch,train,2021-07-21 12:34:30,Ch,26e43f46d60174ef7403c2f8d0c170aa98962e4c12d0bda38f5cb373fdb20053,3e14e7b2cb940c0ab914917a8d61dcb94686d95965857e441e1880e0f87cf92a,156,1,156,2,train
20210728164530Mh,train,2021-07-28 16:45:30,Mh,635e9c0eeece2c0e39bde363d4c070a0a6b12540929ec356f769ef870612e3cb,54d02acd067e01f6d5abf3610ea95bb2304e1cd1966d22595c4d2abaa46cb46b,156,1,156,2,train
20210731074710Th,train,2021-07-31 07:47:10,Th,ca67599790c8180fdb000d014673db2f6a1359f29426237d0c7ab4d7fdc2811b,0c22c2b7ee0a82203569a550f32e02f690f230b42061775669544674b391231f,156,1,156,2,train
20210810121630Ch,train,2021-08-10 12:16:30,Ch,b2a80c244acdf4b2e1c41f92b8ac2aaf6a752f0d1dd4c024ffcebe78f3b802b3,990e5984c4a96e925499e72fd4720f2f5189fd39b09d1ca3abd93786304e3805,157,1,157,0,train
20210812044930Lh,train,2021-08-12 04:49:30,Lh,a256f2ac32e21fd159824c3eea9ab9bb13d8b304c41d5e3fade802cd6458378f,84a4b838cb7f037cb050de1dcabd8d268a9dccb72e77278d58d221da3d957eab,157,1,157,0,train
20210814044930Lh,train,2021-08-14 04:49:30,Lh,92f2be78d1af45a95bef814680e17a3b054de4a72173cc0699cf13b31547915a,f8d19b22273a92cf537ecdc0ab95a2ab7fe912ae2899639c3a2d62b7996e3a26,157,1,157,0,train
20210815140550Bh,train,2021-08-15 14:05:50,Bh,fc0db6c22b09c4850514aec6a138544922ee25a28c23db6496351b9b84f1a531,db3669d670bff9f52d89b86385bacdfcf59b4e215a4a62454cc3d49fc9fcd553,157,1,157,0,train
20210817165030Mh,train,2021-08-17 16:50:30,Mh,8728dfcb84fb9c698c0071bf3fd856c1608c664d9e01222dead5edceb802c77a,45550382a475b62ecc500739b93098cda370d7eb5794dc13c4d9af9a48f051a5,157,3,157,0,train
20211016145050Bh,train,2021-10-16 14:50:50,Bh,4f985c85eb960e7067c32729baf13a071bf5e0816ed93c2aa844ab18b4e892a1,802cbd4e37405b0ad68e87f9042d13a397fbc50f9c0e340218b845dd626d3ca5,159,1,159,1,train
20211119103130Ch,train,2021-11-19 10:31:30,Ch,abed6fdc35f39a417f21a40e8d8398aa34a67a612e0ccc1e5fce25c97efcc74c,790749377bc3f42961ff11112b5e438e20e53ec7f12e6cb988fd83072135564f,160,1,160,2,train
20211222120130Ch,train,2021-12-22 12:01:30,Ch,11c72bb5e2a8bc97899a2b298f2e9d42c5a25e3548da0743cc3bf13452439691,85d47bd26d1f0495a67ae1e93627ac54f5b7556fb1e69785f545a383cfa20f6f,161,1,161,1,train
20211225025850Uh,train,2021-12-25 02:58:50,Uh,27c617f3b85dfd5a1dd2ea61f81a06ef9220198f7542f6b6a5a56a4fdbb428af,ee16c72d9fc8383452564387e1c783313b8ca0be7fbbec6e482c7f1f2cd01edb,162,3,162,4,train
20211229120130Ch,train,2021-12-29 12:01:30,Ch,218f6f8bdd7ebcc4b2c65448d24d66811088798ec8781785d01c30e4b3786fae,2e77c748e6159c53135b64b473b260311f0fb2b5d1cd9eb40e5e840b67f40a10,162,1,162,4,train
20211229120210Th,train,2021-12-29 12:02:10,Th,f9e75cae8d82541271a3875f684f425bbed3bf0cab7df12ccf64442cff504ab1,d670a5661dbaa55ddf28ca407b547936311c4380fb327ac78db23c60a950195c,162,1,162,4,train
20211231223430Lh,train,2021-12-31 22:34:30,Lh,5f9c8b0a0c7f6ad2c7f2426805afb33b30beeb15a9d7a3f44dabe4fb0226a4e8,7252de4cef968e48227789ffaae7c872c6ed700656735a58f20a98666e54e6d9,162,2,162,4,train
20220104043050Uh,train,2022-01-04 04:30:50,Uh,f3e98c0b37539482305038d14a969cc041abab4083d6d001e4a31fcd12fb9ee3,04436e3642039da1a35c88bcd2ffbc126e8d596d4fb1d0a79b0f00ff3ebf7b83,162,1,162,4,train
20220122085210Th,train,2022-01-22 08:52:10,Th,27e73f7fbf325a943be5b4d6445c686285f760051675deca1fda5e4d6b3d26de,c90a98a29d26c1aa187933b6b961faaa5e0bb875c005d4dfb0ab0c21cd2e6412,163,2,163,4,train
20220328143550Bh,train,2022-03-28 14:35:50,Bh,f5cf4a65b78ea5533ab0e2c09185d197d2ac6f4c118eab325cd076052de2782b,b56e6fbe7a4ac7e88956e6ebd4eb3f689cc6759cf0a6e04b6e22af22cb3d0937,165,3,165,3,train
20220418020950Uh,train,2022-04-18 02:09:50,Uh,2545809b56011761adea4f52ee84dec0c0b505ced80e501072f119bb86f3e8ec,9046c13f8859a041d0d7deb249f1e210afe719aacf4e2643dbf7450c81269fe6,166,1,166,4,train
20220617185352Mh,train,2022-06-17 18:53:52,Mh,0cddd1e1875f725daf5ed9978aac88ba6c1af32e391465dbca69e9cf50aed92d,7562c1ccae7d25a579f18aec6bfeff3e4a6f8c2f7694a3420a57ca526c719791,168,1,168,4,train
20220618185332Bh,train,2022-06-18 18:53:32,Bh,f5abf7069ecbe2577e478411cd8141d77c3a94bf541a88f53e64296060495cdd,26b82c268165956bde76fcffc1c48424621bbad8250816e24ef06da79208e2fe,168,1,168,4,train
20220622205632Bh,train,2022-06-22 20:56:32,Bh,7a283e4ee70ef99826a9bbfa35955c4b301b050404be8d55450e5e865bc312aa,2480bc09679856bbf606cebea76fd8f29412e2a69c2401f7c25c020ed131cca9,168,3,168,4,train
20220710085152Th,train,2022-07-10 08:51:52,Th,ef7b67ea781c754dcb9ca97b50bd9554ad9073b917742f2712cb420c913728e9,950677a5a9f353e42cb9340d6317ed0b305b52a15e0a539a9192520c9776ea02,169,1,169,0,train
20220718185352Mh,train,2022-07-18 18:53:52,Mh,d2339964b861b7ec7eaa6f27731bb2a791cc7689fc8930d826b21f1e5ae1ea8f,1a93c17898175c26e8762b8ef19071960099686eaf302c7d1d0fa6594d0bf6e4,169,1,169,0,train
20220721185332Bh,train,2022-07-21 18:53:32,Bh,b06a65cad0f60a206d2821a00e776ad5edfa4ce800d57f376a54a72900741766,c015ae7af5ddbdca0ab61ce3e8045cb48c850988b5031a079dd0ce6197a7a3f3,169,3,169,0,train
20220724185352Mh,train,2022-07-24 18:53:52,Mh,2467523b13d386868d7707c3f1ab4deb152f43cc62cad65874efe48e4b776772,5a92f44fbbb2ad169abc0d7aabca684a253ca081892b0564a6ff5117aa328b05,169,1,169,0,train
20220803074752Th,train,2022-08-03 07:47:52,Th,aedc5d9d657a40bdcd0741623c20eefe59593d86418bd6c9aea5fd4a8e97a5a6,9bc4cfcbec66da9639c155be4243caf809704041413215fd75168bae5cbac243,170,1,170,0,train
